id|Os_lang|Ru_lang|Source_File|File_mp3
976|Сӕ астӕу ӕрлӕууыдис Бибыц ӕмӕ сӕм бадардта йӕ сӕр.|Встал Бибыц на колени и подставил им свою голову.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
977|Хӕцын байдыдтой фырытӕ ӕмӕ йӕ бон-изӕрмӕ фӕхостой. Изӕры, фырытӕ куы бафӕлладысты, уӕд Бибыц зӕгъы: «Ай ӕцӕг хорз хъазт куы у», ӕмӕ, офф, офф, зӕгъгӕ, йӕ цӕсгом асӕрфта.|"Начали биться бараны. С утра до вечера длилась эта игра. К вечеру устали бараны, и Бибыц сказал:
— А ведь и правда хорошая игра.
Покряхтел и вытер свое лицо."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
978|— Уӕдӕ ма ‘ндӕр цы хъӕзтытӕ фӕкӕны Сослан? — фӕрсы та йӕ Бибыц.|— А какими другими играми забавляется Сослан? — спросил он.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
979|— Хохы бын ӕрцытӕ фидар ӕрсадзы, йӕхӕдӕг хохы сӕрмӕ ссӕуы ӕмӕ уырдыгӕй ракафы айнӕгыл; айнӕгӕй йӕхи разыввытт кӕны ӕмӕ хохы рӕбын ӕрцытӕм йӕ сӕр ӕрхӕссы ӕмӕ сыл хъен ныллӕууы.|—  У подошвы горы втыкает он прочно копья остриями вверх. Поднимается сам на вершину горы и там весело пляшет. А в разгаре пляски бросается вниз головой, летит прямо на копья и, упираясь в них головой, становится вверх ногами, — ответил Сослан.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
980|— Кӕс-ма уӕдӕ мӕнмӕ дӕр,— загъта Бибыц ӕмӕ бӕрзонд хохы рӕбын цъӕх ӕрцытӕ фидар ӕрсагъта.|— А ну-ка, посмотри, как это у меня выйдет, — сказал Бибыц и, воткнув стальные копья у подошвы горы,|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
981|Йӕхӕдӕг хохы сӕрмӕ ссыди ‘мӕ уырдыгӕй ракафыд, айнӕгӕй йӕхи ныззыввытт кодта, ӕрцытыл йӕ сӕрыл хъен ныллӕууыд ӕмӕ йӕ къӕхтӕй ӕмдзӕгъд фӕкодта.|он поднялся на гору, долго плясал там и в разгар пляски с веселым криком бросился с утеса. Прямо на острия копий низвергся он головой и, упираясь в них, стал весело петь и хлопать ногами в лад песни.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
982|— Куыд дӕм фӕкаст мӕ хъазт та? — дзуры Сосланмӕ.— Бирӕ хуыздӕр ма мӕ уыдзӕн Сослан?|— Ну, как это у меня вышло? — спросил он Сослана. — Неужели Сослан мог выкинуть что-либо получше?|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
983|— Ой, мӕ хур акӕнай, уый хъаруйӕн кӕрон нӕй,— загъта Сослан.— Дыууадӕс цӕдӕй дойнаг дуртӕ ӕрӕфтауц кӕны, сӕдӕ цӕдӕй та суг ӕрӕввонг кӕны, стӕй дуртыл бандзары ‘мӕ сӕм сӕдӕ куынцӕй фӕдымы.|— О, мое солнце, нет предела его мощи! — сказал Сослан. — Порой по его приказанию привозят на двенадцати парах быков громадные валуны и на ста парах быков дрова, разводят костер и раскаляют камни ста мехами, раздувая их.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
984|Дуртӕ тынг куы стӕвд вӕййынц, уӕд ын сӕ йӕ дзыхмӕ ӕппарынц; уый сӕ аныхъуыры ӕмӕ сӕ фӕстӕмӕ ратутӕ кӕны.|И когда раскалятся докрасна камни, раскрывает Сослан рот, и швыряют ему в рот раскаленные камни. Проглатываст Сослан эти камни и потом изрыгаст обратно, без всякого вреда для себя.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
985|— Бафӕлварӕм та уыцы хъазт дӕр,— загъта Бибыц.|— Попробуем-ка и эту игру, — сказал Бибыц.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
986|Аифтыгътой Нарты галтӕй ӕмӕ дыууадӕс цӕдӕй дойнаг дуртӕ денджызы былмӕ ӕрӕфтауц кодтой, сӕдӕ цӕдӕй сӕм суг ӕрластой.|Запрягли они нартских быков, на двенадцати парах привезли с берега моря громадные валуны, на ста парах подвезли дрова.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
987|Бандзӕрстой дуртыл ӕмӕ сӕм сӕдӕ куынцӕй дымын байдыдтой. Дуртӕ куы стӕвд сты, уӕд сӕ йӕ дзыхы ӕппа рын байдыдта Бибыц, аныхъуырдта-иу сӕ ӕмӕ та-иу сӕ фӕстӕмӕ рату кодта. Куы фесты, уӕд ныуулӕфыди ӕмӕ загъта:|Развели под камнями костер и раздули его пламя ста мехами. И когда докрасна накалились камни, стал Бибыц бросать их в свою пасть, проглатывал их и снова изрыгал обратно. А когда кончилась игра, вздохнул Бибыц и сказал:|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
988|— Ай хъазтӕн бӕззы, мӕ хуылф батӕвд и. Гъеныр ма мын бацамон йӕ зындӕр хъазт, ӕз уый дӕр бафӕлварон.|— Это для игры годится, разогрел я утробу свою. А теперь покажи мне самую трудную игру Сослана, испробую я и эту игру.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
989|— Денджызы ныххизы Сослан ӕмӕ дзы слӕууы, йӕ сӕр ма куыд зына, афтӕ. Уӕле йыл ныккалынц, цъыхырыйӕ, хъӕдӕй, дурӕй цы ссарынц, уый.|"И сказал тогда Сослан Бибыцу:
— Есть у Сослана еще игра: так глубоко заходит он в море, что только его голова остается видна над водой. Сверху наваливают на него хворост, бревна, камни — все тяжести, какие только под руку попадут."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
990|Стӕй скувы: «Хуыцауты Хуыцау, мӕ Хуыцау, ахӕм хъызт скӕн, ӕмӕ сывӕллон ӕддӕмӕ бадгӕйӕ сигӕ куыд кӕна, цыхцырӕг та — ихын цӕджындз!» Денджыз ныйих вӕййы, ӕмӕ Сослан их йӕ уӕхсчытыл сисы.|А потом молится Сослан: «Бог богов, мой бог, пошли такой мороз, чтобы за то время, пока ребенок выскакивает во двор по нужде, водопад превращался бы в ледяной столб». И когда бог исполняет молитву Сослана и море замерзает, поднимает Сослан на себе замерзшее море и выносит его на своих плечах.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
991|— Ӕнӕ бавзаргӕ нӕй мӕнӕн дӕр, кӕддӕра Сослан цытӕ фӕразы, уыдон иууылдӕр бафӕразин,— загъта Бибыц ӕмӕ денджызы бацыд, ӕрмӕст ма йӕ сӕр зынд, афтӕ.|— Не могу я не попробовать сыграть и в эту игру! Неужели не хватит у меня силы? — сказал Бибыц и тут же вошел в море так глубоко, что осталась видна только его голова.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
992|Сослан ыл калын байдыдта, пыхсӕй, дурӕй, хъӕдӕй цыдӕриддӕр ардта, уыдон. Стӕй скуывта: «Хуыцауты Хуыцау, мӕхи Хуыцау, ахӕм хъызт скӕн, ӕмӕ сывӕллон ӕддӕмӕ бадгӕйӕ сигӕ куыд кӕна, цыхцырӕг та — ихын цӕджындз!»|"Хворост, бревна, камни, что бы ни находил, — все наваливал на него Сослан. А потом взмолился:
— Бог богов, мой бог, пошли такой мороз, чтобы за то время, пока ребенок выскакивает во двор по нужде, водопад превращался бы в ледяной столб."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
993|"Нартӕн сӕ куывд цӕуаг уыди,— ахӕм хъызт ракодта, ӕмӕ денджыз айнӕг их ныцци. Иннабонӕй-иннабонмӕ фӕбадти Бибыц денджызы, стай йӕм Сослан дзуры:
— Рацу ныр, ӕгъгъӕд у."|"Всегда исполнялись молитвы нартов. Такой мороз спустился на землю, что море промерзло до дна и превратилось в ледяной камень. Целую неделю просидел в этом льду Бибыц, пока не сказал ему Сослаи:
— Ну, теперь попробуй, выходи."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
994|Схӕцыди Бибыц ӕмӕ, цыма ницы уыд, уыйау их стыдта ӕмӕ йӕ хид калгӕ денджызӕй рацӕуы.|Поднялся Бибыц и, обливаясь потом, понес на себе оледеневшее море.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
995|«Оххай, оххай! Амӕй ӕнцонтыл нал аирвӕздзынӕн, — хъуыды кӕны йӕхинымӕры Сослан.— Ӕнӕ сӕфгӕ нын нал ис фосӕй, лӕгӕй».|«Ой, ой, — подумал Сослан. — От этого, пожалуй, так легко не избавишься. Видно, гибель пришла и мне, и скоту».|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
996|— Гъеныр ма мын Сосланы хӕтӕнтӕ дӕр бацамон,— дзуры Бибыц, денджызӕй куы рацыд, уӕд.|— А теперь ты должен мне показать все пути-дороги Сослана, сказал Бибыц, отряхивая с себя лед.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
997|— Хорз,— загъта Сослан,— ӕз мӕ фос фӕстӕмӕ, Нартмӕ, куы скъӕрон, уӕд мӕ фӕдыл цу, ӕмӕ дын йӕ хӕтӕнтӕ дӕр бацамондзынӕн Сосланӕн.|— Пусть будет по-твоему, — сказал Сослан. — Наступает весна, настало мне время угонять скот в Страну Нартов. Последуй за мной, и я покажу тебе все пути-дороги Сослана.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
998|Уалынмӕ уалдзӕг дӕр ӕрцыди. Сослан схӕцыд ӕмӕ йӕ фосы рӕгъау ӕрбатардта бӕрӕгӕй сӕхимӕ.|Наступила весна. Собрался Сослан и погнал скот в Страну Нартов.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
999|Нарт сӕ фос куы федтой хӕрзхастӕй, бӕрӕгӕй, уӕд ныццин кодтой; Сослан та сӕ цӕсты фӕкадджындӕр ис,— йӕ зӕрдӕйы цы тас ис, уый цӕмӕй зыдтой уыдон!|Когда увидели нарты, что весь их скот цел и хорошо откормлен, очень обрадовались они и стали еще болыне уважать Сослана. Но не знали они, какая тревога сжимает сердце Сослана.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1000|Алчи йӕ фос аскъӕрдта йае хӕдзармӕ. Сослан дӕр бацыди сӕхимӕ ӕмӕ та йӕ бандоныл йӕхи мӕсты уагъд ӕркодта, бандон дӕр та йӕ быны ныкъкъӕс-къӕс кодта.|Каждый погнал к себе свою скотину. Сослан тоже вернулся домой. Сердито опустился он в свое кресло — затрещало под ним кресло.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1001|"Базыдта та Сатана, Сослан йӕ гаччы кӕй нӕ ис, уый, ӕмӕ йӕм дзуры:
— Куыд мӕсты бадт ӕркодтай, дӕ фосы рӕгъау бӕрӕгӕй куы ‘рбацыдысты, ӕмӕ дӕ Нарт хорзыл куы банымадтой?"|"Увидела Шатана, что нехорошо на душе у Сослана, и спросила его:
— Отчего ты такой сердитый? Ведь стада вернулись сбереженные и откормленные, и нарты восхваляют тебя за это."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1002|— Фосы мӕт мӕ нал ис,— загъта Сослан.— Тары дыууӕ фыртимӕ зондӕй фӕхӕцыдтӕн, Мукарайы амардтон, йӕ астӕумагъзӕй ма йын мӕхицӕн рон дӕр скодтон,|— А что мне теперь до скотины? — ответил Сослан. — Ум мой был оружием моим в борьбе с сыновьями Тара. Удалось мне убить Мукара, и этот пояс, который ты видишь на мне, сделан из его спинного мозга.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1003|фӕлӕ Бибыцыл цӕмӕй не сфӕлвӕрдтон, уӕддӕр ын мӕ бон ницы баци; ахӕм у, ӕмӕ йын тыхгӕнӕг тых не ссардзӕни.|Но как ни старался я, ничего не мог поделать с Бибыцом. Этот уаиг таков, что никто его не осилит.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1004|Ныр ӕй мӕ фӕдыл ардӕм хъӕуы.|А ведь он следом за мной идет в наш дом.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1005|— Ӕппындӕр дзы ма тӕрс, ӕз дын ын схос кӕндзынӕн,— загъта Сатана.|— Напрасно ты боишься его, сказала Шатана. Я найду средство избавиться от него.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1006|Цас абадтысты, чи зоны, фӕлӕ уалынмӕ Бибыц дӕр схӕццӕ ис ӕмӕ дуарӕй бахъӕр кодта.|Они еще разговаривали, как со двора раздался голос Бибыца.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1007|Сатана йӕм рауади ӕмӕ йын, ӕгас нӕм цу, уазӕг, зӕгъгӕ, ӕгъдау радта. Стӕй фӕстӕмӕ фездӕхти, хӕдзар рафснайон, зӕгъгӕ, ӕмӕ Сосланмӕ дзуры:|Выбежала к нему Шатана и как гостя приветствовала его. И, быстро вернувшись в дом, чтобы убрать комнату, сказала Сослану:|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1008|— Ды дӕхи ма равдис, мӕ бар ӕй бауадз!|— Спрячься пока и предоставь мне разделаться с ним.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1009|Хӕдзары фӕсдуар уыдис уӕрм.|За дверью их дома устроено было подземелье.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1010|"Сосланы уырдӕм ныххизын кодта ӕмӕ йын загъта:
— Гъеныр-иу мӕм уырдыгӕй дзӕбӕх хъус."|"Велела Шатана спуститься Сослану в подземелье и сказала ему:
— Сиди смирно и внимательно слушай."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1011|Йӕхӕдӕг дуармӕ ауади ӕмӕ Бибыцы хӕдзармӕ ‘рбакодта, къӕлӕтджын бандоныл ӕй ӕрбадын кодта.|Тут же побежала она к двери, ввела Бибыца в дом и усадила его на почетное место|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1012|Уайтагъддӕр хӕрд, нозт ацӕттӕ кодта ӕмӕ йын дзаг фынг йӕ разы авӕрдта.|и обильный стол накрыла она перед Бибыцом.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1013|— Сосланы агурын, ӕхсызгон мӕ хъӕуы,— загъта Бибыц.— Бынаты ис ӕви нӕ?|— Я ищу Сослана. Он мне очень нужен, — сказал Бибыц. — Дома он или нет?|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1014|— Сосланы дӕр тагъд ардӕм хъӕуы,— далӕ дард бӕсты Нарты фосӕн гӕс уыди, нырма ныр схӕццӕ ис, ӕмӕ йыл фӕсивӕд цинтӕ кӕнынц, фӕлӕ уал ды исты ахӕр: дард балцӕй ӕрцыдтӕ ‘мӕ фӕллад уыдзынӕ.|— Сослан должен скоро быть дома. Только вернулся он из далекой страны, где оберегал табуны нартов, и наша молодежь празднует его возвращение. Ты пришел издалека и, конечно, устал. Поешь пока, отдохни, а он вернется.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1015|Сатана йӕм нуазӕн авӕрдта, акув, зӕгъгӕ. Бибыц нуазӕн райста ӕмӕ Хуыцаумӕ кувы.|И Шатана поднесла ему почетную чашу и попросила его перед едой помолиться. Взял Бибыц чашу и только стал молиться,|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1016|"Уӕд ӕм Сатана дзуры:
— Оххай, хорз лӕг, Хуыцауӕн ма кув: Нарты фӕсивӕд дӕ уый куы базоной, уӕд дӕ удӕгасӕй нал ауадздзысты."|"как Шатана сказала ему:
— Ох, добрый человек, не по-нашему ты молишься. Если нартские юноши узнают об этом, то не выпустят они тебя живым."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1017|— Гъа, уӕдӕ дӕхӕдӕг акув,— дӕтты уазӕг нуазӕн фӕстӕмӕ Сатанамӕ.|— Так возьми чашу и помолись сама, сказал гость.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1018|"Райста нуазӕн Сатана йӕхимӕ ӕмӕ фӕрсы Бибыцы:
— Уазӕг, дӕ тых, дӕ ныфс ӕмӕ дӕ уд кӕм сты, уый мын зӕгъ."|"Взяла Шатана из его рук чашу и спросила:
— Скажи, гость, где хранятся душа твоя, твоя сила и твоя надежда?"|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1019|— Ӕмӕ сӕ цы кӕныс уыдонӕй та? — фӕрсы йӕ Бибыц.|— А что тебе до этого? — спрашивает Бибыц.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1020|— Цы сӕ кӕнын, цы,— акувон сæ. Нӕртон куывд афтӕ у, ӕндӕр Хуыцаумӕ нӕ кувынц.|— А как же иначе мне за тебя молиться? — ответила Шатана. — Такова наша молитва нартская.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1021|"Уӕд Бибыц загъта:
— Мӕ тых, мӕ ныфс ӕмӕ мӕ уд сты дӕлӕ цӕджындзы."|"Тогда Бибыц подумал и сказал, указывая на столб, подпирающий потолок:
— Вон в этом столбе находятся моя сила, моя надежда и моя душа."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1022|Сатана фӕуади ‘мӕ цӕджындзӕн хъӕбыстӕ, пъатӕ кӕны.|Подбежала Шатана к столбу, обняла столб и поцеловала.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1023|"Уӕд ӕм Бибыц дзуры:
— Мӕнӕн уым цы агурынц мӕ тых, мӕ ныфс ӕмӕ мӕ уд?!"|"Засмеялся тогда Бибыц и говорит:
— Ну, как ты думаешь? С чего моя сила, моя надежда и моя душа будут находиться в этом столбе?"|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1024|"— Уӕдӕ дын кӕм сты? — фӕрсы йӕ Сатана.
— Мӕнӕ къонайы дуры,— загъта Бибыц."|"— Так где же они? — спросила Шатана.
— В камне очажном, — ответил Бибыц."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1025|Сатана фӕуади къонайы дурмӕ ӕмӕ та уымӕн дӕр байдыдта пъатӕ, хъӕбыстӕ, сӕрфтытӕ кӕнын.|Склонилась Шатана к очажному камню и стала обнимать его, целовать и гладить.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1026|— Гӕды сыл, мӕнӕн мӕ тых, мӕ ныфс ӕмӕ мӕ уд уым цы аразынц?! — дзуры та йӕм Бибыц.|— Ну, скажи, лукавая женщина, с чего моя душа, надежда и сила заберутся в этот очажный камень?|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1027|Уый та куыд, уазӕг, ӕз дӕ зӕрдиагӕй фӕрсын, ды та мӕ расай-басай куы кӕныс! — дзуры йӕм тызмӕгӕй Сатана.|— Ах, гость дорогой, как нехорошо ты со мной поступаешь! Я от всей души спрашиваю тебя, чтобы за тебя молиться, а ты хочешь обмануть меня! — огорченно сказала Шатана.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1028|"Уӕд баууӕндыди Бибыц Сатанайыл ӕмӕ йын загъта:
— Хорз, уӕдӕ дын сӕ зӕгъдзынӕн ӕцӕгӕй: мӕнӕн мӕ тых, мӕ ныфс ӕмӕ мӕ уд сты хохы фидары, Бур айнӕджы сӕр; уым болат лагъзы мидӕг ис ӕртӕ бӕлоны. Уыдонӕй иу у мӕ тых, дыккаг — мӕ ныфс, ӕртыккаг та — мӕ уд."|"И решил тут Бибыц довериться Шатане.
— Ладно, — сказал он, — я скажу тебе правду. На Желтом Утесе стоит неприступная крепость. В той крепости хранится булатный ящик. Три голубя скрыты в том ящике. Один из них — моя сила, другой — моя надежда, а третий — моя душа."|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1029|— Ау, ӕмӕ дын сын фенӕн нӕй? — фӕрсы йӕ Сатана.|— Ну, а нельзя ли взглянуть на них? — спросила Шатана.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1030|— Куыннӕ сын ис фенӕн та! Мӕнӕ мӕ кард дуарӕй куы адарай, уӕд сӕ цурмӕ тӕлм адардзӕни.|— Почему же нельзя? — сказал Бибыц. — Стоит только мне свой меч высунуть за дверь, как от него потянется полоса света до самой крепости.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1031|— Хорз, хорз,— зӕгъгӕ, загъта Сатана ӕмӕ акуывта, стӕй йӕм дзуры: — Гъеныр исты аминас кӕн.|— Вот чудеса-то! — удивилась Шатана. Потом она помолилась над чашей и сказала: — А теперь поешь что-нибудь.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1032|Бибыц хӕрыныл балӕууыди, стонг дӕр куыннӕ уыдаид! Сатана йын сусӕгӕй ронджы нуазӕныл хуыссӕджы хос ныккодта ӕмӕ йын ӕй афтӕмӕй баназын кодта.|Сильно проголодался Бибыц и набросился на еду. Назаметно подсыпала ему Шатана в чашу ронга сонное зелье.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1033|Хӕрд куыддӕр фӕцис Бибыц, афтӕ хуыссӕджы хос дӕр йӕ куыст байдыдта, Бибыцы уайтагъд хуыссӕг ацахста. Сатана йӕ ӕрхуыссын кодта уатыл, ӕмӕ Бибыцӕн йӕ хуыр-хуыр ссыдис.|И только он выпил, как сонное зелье тут же свалило его. Уложила Шатана Бибыца в постель, и захрапел он.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1034|Сатана йын йӕ кард сласта ӕмӕ Сосланы уӕрмӕй схизын кодта. Феддӕдуар сты ӕмӕ Бибыцы кард адардтой хурырдӕм, ӕмӕ кард Бур айнӕджы сӕр лагъзы комкоммӕ арвы ронау тӕлм адардта.|Велела тут Шатана вылезти Сослану из подземелья, взяла меч Бибыца, и только вышли они с Сосланом за дверь, луч солнца упал на меч, и длинная полоса света, подобная радуге, потянулась от его острия и уперлась в крепость на Желтом Утесе.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1035|Сослан уыцы тӕлмыл ӕрмахуыр хъӕрццыгъайы ацардыдта, ӕмӕ хъӕрццыгъа уайтагъд лагъзы ӕрхӕццӕ кодта.|И по этой радужной дороге послал Сослан своего прирученного ястреба, тот вмиг слетал в крепость на Желтом Утесе и принес булатный ящик.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
1036|Бибыц уӕддӕр хуыррыттӕй хуыссы.|Вернулись в дом Сослан и Шатана. Крепко спит Бибыц, и храп его раздается по всему дому.|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ|СОСЛАН_ӔМӔ_ТАРЫ_ФЫРТТӔ.mp3
